game,date,age,team,opp,result,mp,playoffs mp,fg,playoffs fg,fga,fgp,three,playoffs 3,threeatt,threep,playoffs 3p,ft,playoffs ft,fta,ftp,orb,playoffs orb,drb,playoffs drb,trb,playoffs trb,ast,stl,blk,tov,playoffs tov,pts,playoffs pts,game_score,plus_minus
39,1/25/1989,25-343,CHI,PHI,L (-12),45,44,14,15,25,0.56,0,3,0,,0.429,5,12,5,1,0,0,6,1,6,1,12,2,1,2,1,33,45,30,
40,1/27/1989,25-345,CHI,WSB,W (+11),39,44,14,15,25,0.56,0,3,0,,0.429,5,12,8,0.625,3,0,8,1,11,1,9,3,1,1,1,33,45,31.8,
41,1/31/1989,25-349,CHI,DET,L (-6),41,44,7,15,24,0.292,0,3,1,0,0.429,7,12,10,0.7,3,0,9,1,12,1,10,2,1,5,1,21,45,12.9,
42,2/2/1989,25-351,CHI,SAC,W (+11),40,44,15,15,21,0.714,0,3,0,,0.429,10,12,12,0.833,1,0,6,1,7,1,8,4,0,6,1,40,45,35.8,
43,2/3/1989,25-352,CHI,HOU,L (-7),45,44,10,15,24,0.417,0,3,1,0,0.429,9,12,12,0.75,2,0,4,1,6,1,10,5,1,3,1,29,45,26.1,
44,2/5/1989,25-354,CHI,DET,L (-11),42,44,10,15,18,0.556,1,3,4,0.25,0.429,7,12,8,0.875,2,0,4,1,6,1,10,1,1,1,1,28,45,28.1,
45,2/7/1989,25-356,CHI,CHH,W (+25),32,44,11,15,20,0.55,1,3,2,0.5,0.429,9,12,10,0.9,2,0,5,1,7,1,5,2,0,3,1,32,45,26.2,
46,2/9/1989,25-358,CHI,SAS,W (+5),43,44,9,15,20,0.45,0,3,0,,0.429,5,12,8,0.625,3,0,3,1,6,1,9,2,1,6,1,23,45,16.6,
47,2/14/1989,25-363,CHI,ATL,L (-8),36,44,11,15,14,0.786,1,3,1,1,0.429,9,12,16,0.563,2,0,3,1,5,1,3,3,1,3,1,32,45,27.3,
48,2/16/1989,25-365,CHI,MIL,W (+1),40,44,16,15,26,0.615,1,3,2,0.5,0.429,17,12,18,0.944,2,0,6,1,8,1,5,3,0,4,1,50,45,41.9,
49,2/19/1989,26-002,CHI,MIL,W (+2),40,44,9,15,19,0.474,0,3,0,,0.429,5,12,6,0.833,0,0,3,1,3,1,9,2,3,7,1,23,45,15.6,
50,2/20/1989,26-003,CHI,POR,W (+4),36,44,13,15,22,0.591,0,3,0,,0.429,7,12,8,0.875,2,0,4,1,6,1,7,1,0,4,1,33,45,25.7,
51,2/22/1989,26-005,CHI,CHH,W (+28),37,44,10,15,14,0.714,0,3,1,0,0.429,4,12,5,0.8,0,0,4,1,4,1,5,1,0,6,1,24,45,15.9,
52,2/24/1989,26-007,CHI,HOU,W (+9),38,44,10,15,18,0.556,0,3,0,,0.429,13,12,15,0.867,0,0,4,1,4,1,8,4,0,2,1,33,45,31.6,
53,2/25/1989,26-008,CHI,ATL,L (-30),30,44,7,15,12,0.583,0,3,0,,0.429,4,12,5,0.8,1,0,4,1,5,1,3,3,0,4,1,18,45,13.8,
54,2/28/1989,26-011,CHI,SAS,W (+19),34,44,11,15,16,0.688,0,3,0,,0.429,2,12,2,1,4,0,2,1,6,1,8,2,1,4,1,24,45,24.5,
55,3/3/1989,26-014,CHI,MIL,W (+6),41,44,10,15,18,0.556,1,3,1,1,0.429,7,12,11,0.636,2,0,6,1,8,1,9,2,1,6,1,28,45,22.4,
56,3/4/1989,26-015,CHI,NYK,L (-18),42,44,10,15,16,0.625,0,3,0,,0.429,8,12,8,1,1,0,2,1,3,1,10,2,0,4,1,28,45,25.5,
57,3/7/1989,26-018,CHI,PHI,L (-2),39,44,15,15,27,0.556,0,3,0,,0.429,4,12,5,0.8,3,0,8,1,11,1,4,3,0,2,1,34,45,28.2,
58,3/11/1989,26-022,CHI,SEA,W (+17),40,44,8,15,13,0.615,0,3,0,,0.429,2,12,2,1,1,0,7,1,8,1,15,1,3,3,1,18,45,24.3,
59,3/13/1989,26-024,CHI,IND,W (+32),30,44,7,15,15,0.467,3,3,4,0.75,0.429,4,12,4,1,3,0,11,1,14,1,14,3,2,1,1,21,45,31.9,
60,3/15/1989,26-026,CHI,CLE,L (-24),38,44,12,15,22,0.545,0,3,0,,0.429,4,12,5,0.8,1,0,5,1,6,1,12,3,0,8,1,28,45,21.4,
61,3/17/1989,26-028,CHI,NYK,W (+5),41,44,9,15,16,0.563,2,3,2,1,0.429,13,12,14,0.929,1,0,4,1,5,1,9,4,1,4,1,33,45,31.9,
62,3/18/1989,26-029,CHI,IND,L (-11),44,44,11,15,24,0.458,0,3,1,0,0.429,6,12,7,0.857,0,0,6,1,6,1,10,0,1,2,1,28,45,22.3,
63,3/21/1989,26-032,CHI,LAL,W (+1),43,44,7,15,20,0.35,0,3,0,,0.429,7,12,8,0.875,1,0,7,1,8,1,16,1,0,5,1,21,45,18.2,
64,3/22/1989,26-033,CHI,PHO,W (+1),37,44,10,15,20,0.5,0,3,0,,0.429,12,12,12,1,0,0,10,1,10,1,9,1,0,3,1,32,45,27.3,
65,3/24/1989,26-035,CHI,POR,W (+15),40,44,10,15,20,0.5,1,3,3,0.333,0.429,13,12,16,0.813,3,0,4,1,7,1,17,6,0,7,1,34,45,35.4,
66,3/25/1989,26-036,CHI,SEA,W (+1),40,44,8,15,18,0.444,0,3,0,,0.429,5,12,5,1,1,0,11,1,12,1,12,3,0,6,1,21,45,19.8,
67,3/28/1989,26-039,CHI,GSW,W (+9),40,44,13,15,24,0.542,0,3,1,0,0.429,7,12,9,0.778,1,0,11,1,12,1,11,4,0,5,1,33,45,29.7,
68,3/29/1989,26-040,CHI,MIL,W (+4),43,44,9,15,19,0.474,0,3,1,0,0.429,14,12,16,0.875,1,0,9,1,10,1,10,2,1,4,1,32,45,29,
69,3/31/1989,26-042,CHI,CLE,L (-9),43,44,15,15,29,0.517,1,3,2,0.5,0.429,6,12,7,0.857,2,0,8,1,10,1,10,3,1,3,1,37,45,32.2,
70,4/2/1989,26-044,CHI,NJN,W (+11),39,44,11,15,23,0.478,0,3,1,0,0.429,5,12,5,1,5,0,9,1,14,1,12,2,2,3,1,27,45,29.5,
71,4/4/1989,26-046,CHI,CHH,W (+20),40,44,10,15,15,0.667,0,3,2,0,0.429,13,12,15,0.867,4,0,6,1,10,1,12,6,1,3,1,33,45,42,
72,4/6/1989,26-048,CHI,DET,L (-7),43,44,11,15,23,0.478,1,3,5,0.2,0.429,8,12,8,1,2,0,11,1,13,1,10,2,0,2,1,31,45,30.2,
73,4/7/1989,26-049,CHI,DET,L (-2),42,44,11,15,18,0.611,0,3,0,,0.429,18,12,21,0.857,1,0,6,1,7,1,11,2,0,1,1,40,45,39.4,
74,4/9/1989,26-051,CHI,ATL,L (-8),43,44,13,15,29,0.448,0,3,3,0,0.429,14,12,14,1,4,0,6,1,10,1,12,1,0,2,1,40,45,35.7,
75,4/13/1989,26-055,CHI,IND,L (-4),46,44,17,15,30,0.567,0,3,1,0,0.429,13,12,14,0.929,2,0,9,1,11,1,13,4,2,4,1,47,45,45.8,
76,4/14/1989,26-056,CHI,NJN,L (-12),38,44,12,15,27,0.444,0,3,1,0,0.429,5,12,7,0.714,2,0,8,1,10,1,12,3,2,4,1,29,45,25.9,
77,4/16/1989,26-058,CHI,CLE,L (-19),27,44,8,15,14,0.571,0,3,1,0,0.429,6,12,6,1,0,0,3,1,3,1,3,2,1,5,1,22,45,15.3,
78,4/17/1989,26-059,CHI,NYK,W (+4),42,44,11,15,21,0.524,1,3,3,0.333,0.429,11,12,13,0.846,1,0,10,1,11,1,9,2,3,5,1,34,45,30.8,
79,4/20/1989,26-062,CHI,WSB,L (-2),39,44,9,15,20,0.45,0,3,0,,0.429,12,12,13,0.923,2,0,3,1,5,1,4,1,1,6,1,30,45,18.4,
80,4/21/1989,26-063,CHI,WSB,W (+2),42,44,13,15,31,0.419,0,3,0,,0.429,8,12,11,0.727,6,0,8,1,14,1,11,2,1,1,1,34,45,31.9,
81,4/23/1989,26-065,CHI,CLE,L (-6),35,44,9,15,19,0.474,0,3,2,0,0.429,7,12,8,0.875,3,0,2,1,5,1,3,1,0,3,1,25,45,16.5,
1,11/3/1989,26-259,CHI,CLE,W (+5),47,40,19,12,31,0.613,1,0,2,0.5,0,15,7,17,0.882,3,0,11,5,14,5,6,3,1,0,6,54,31,51.2,
2,11/4/1989,26-260,CHI,BOS,L (-2),34,44,10,10,18,0.556,0,0,3,0,0,4,10,6,0.667,0,3,5,2,5,5,6,5,1,4,7,24,30,20,
3,11/7/1989,26-263,CHI,DET,W (+3),44,39,13,18,24,0.542,0,1,2,0,1,14,7,17,0.824,2,2,3,5,5,7,7,3,0,4,5,40,44,33,
4,11/8/1989,26-264,CHI,MIN,W (+12),40,43,15,14,24,0.625,1,0,1,1,0,14,22,14,1,1,0,5,3,6,3,2,2,0,3,1,45,50,36,
5,11/10/1989,26-266,CHI,NJN,L (-10),41,44,8,17,22,0.364,0,1,0,,1,10,9,11,0.909,3,3,3,6,6,9,5,2,0,2,2,26,44,18.3,
6,11/11/1989,26-267,CHI,SEA,W (+7),34,46,8,11,15,0.533,1,1,2,0.5,0.5,8,11,9,0.889,0,2,4,8,4,10,6,3,1,4,6,25,34,20.8,
7,11/14/1989,26-270,CHI,SAC,W (+2),40,42,11,19,25,0.44,1,4,1,1,0.364,4,7,8,0.5,6,2,7,3,13,5,7,2,0,4,5,27,49,20.7,
8,11/15/1989,26-271,CHI,UTA,L (-1),38,42,12,14,26,0.462,0,0,3,0,0,16,10,19,0.842,1,4,9,15,10,19,3,1,0,2,4,40,38,28.7,
9,11/18/1989,26-274,CHI,SEA,L (-9),39,38,12,6,26,0.462,3,0,8,0.375,0,5,10,7,0.714,3,0,3,3,6,3,7,1,0,2,6,32,22,23.5,
10,11/21/1989,26-277,CHI,POR,L (-11),36,39,5,10,13,0.385,1,2,3,0.333,1,5,13,6,0.833,0,2,0,1,0,3,7,2,0,4,3,16,35,11,
11,11/22/1989,26-278,CHI,PHO,W (+5),44,46,12,11,30,0.4,1,0,3,0.333,0,9,11,10,0.9,2,0,5,7,7,7,7,2,0,2,1,34,33,24.4,
12,11/25/1989,26-281,CHI,GSW,W (+13),41,37,12,11,29,0.414,1,1,5,0.2,0.5,4,6,5,0.8,6,0,8,8,14,8,9,3,0,3,2,29,29,24.8,
13,11/26/1989,26-282,CHI,LAC,L (-24),33,40,9,14,18,0.5,1,1,2,0.5,1,7,7,10,0.7,3,2,4,6,7,8,4,2,2,7,4,26,36,17.1,
14,11/28/1989,26-284,CHI,ATL,W (+15),39,44,8,15,15,0.533,0,1,0,,0.333,6,4,6,1,0,2,9,3,9,5,13,3,0,4,5,22,35,23.9,
15,12/2/1989,26-288,CHI,MIA,W (+7),36,39,11,13,16,0.688,0,0,0,,0,14,11,15,0.933,2,0,3,3,5,3,7,0,1,5,0,36,37,30.1,
16,12/5/1989,26-291,CHI,DEN,W (+20),33,44,15,10,27,0.556,0,0,1,0,0,5,9,5,1,8,1,9,7,17,8,7,1,1,1,3,35,29,36,
17,12/8/1989,26-294,CHI,IND,L (-2),46,34,14,16,25,0.56,1,6,3,0.333,0.6,7,1,9,0.778,0,2,8,1,8,3,10,4,1,4,1,36,39,31.8,
18,12/9/1989,26-295,CHI,PHI,W (+20),36,50,13,16,21,0.619,3,0,6,0.5,0,0,7,0,,0,1,9,4,9,5,9,1,0,1,5,29,39,27.3,
19,12/12/1989,26-298,CHI,DAL,W (+8),41,41,18,11,29,0.621,2,0,2,1,0,3,4,4,0.75,1,2,6,5,7,7,7,2,1,2,5,41,26,35.2,
20,12/14/1989,26-300,CHI,ORL,W (+11),25,45,14,9,20,0.7,3,0,3,1,0,7,10,9,0.778,2,1,5,3,7,4,5,2,0,1,4,38,28,35.4,
21,12/16/1989,26-302,CHI,CHH,W (+11),41,44,13,15,28,0.464,0,3,1,0,0.429,7,12,10,0.7,2,0,7,1,9,1,7,2,2,0,1,33,45,28.4,
22,12/19/1989,26-305,CHI,LAL,W (+10),44,44,15,15,29,0.517,2,3,4,0.5,0.429,5,12,5,1,0,0,7,1,7,1,5,2,1,7,1,37,45,23.6,
23,12/20/1989,26-306,CHI,ORL,L (-1),45,44,20,15,37,0.541,2,3,3,0.667,0.429,10,12,10,1,1,0,4,1,5,1,7,4,0,3,1,52,45,40.7,
24,12/22/1989,26-308,CHI,ATL,W (+12),32,44,10,15,17,0.588,2,3,3,0.667,0.429,7,12,8,0.875,0,0,4,1,4,1,4,2,0,4,1,29,45,21.1,
25,12/23/1989,26-309,CHI,PHI,L (-27),30,44,5,15,13,0.385,0,3,1,0,0.429,6,12,6,1,1,0,3,1,4,1,6,2,0,4,1,16,45,11.9,
26,12/26/1989,26-312,CHI,MIN,W (+13),35,44,12,15,17,0.706,3,3,5,0.6,0.429,1,12,2,0.5,1,0,1,1,2,1,4,4,1,3,1,28,45,24.4,
27,12/29/1989,26-315,CHI,SAS,W (+4),42,44,10,15,26,0.385,1,3,2,0.5,0.429,13,12,15,0.867,1,0,4,1,5,1,7,3,0,4,1,34,45,23.2,
28,12/30/1989,26-316,CHI,WSB,W (+5),43,44,13,15,26,0.5,0,3,2,0,0.429,2,12,2,1,1,0,6,1,7,1,10,4,3,3,1,28,45,26,
29,1/3/1990,26-320,CHI,CLE,W (+6),46,44,15,15,32,0.469,0,3,3,0,0.429,8,12,9,0.889,1,0,7,1,8,1,8,4,0,1,1,38,45,31,
30,1/5/1990,26-322,CHI,ORL,W (+11),41,44,19,15,31,0.613,2,3,5,0.4,0.429,3,12,3,1,0,0,4,1,4,1,6,4,0,3,1,43,45,33.7,
31,1/6/1990,26-323,CHI,MIL,L (-7),41,44,13,15,23,0.565,3,3,7,0.429,0.429,6,12,7,0.857,1,0,8,1,9,1,5,5,1,6,1,35,45,28.8,
32,1/9/1990,26-326,CHI,DET,L (-10),34,44,6,15,17,0.353,1,3,3,0.333,0.429,3,12,4,0.75,3,0,5,1,8,1,5,2,1,4,1,16,45,11.1,
33,1/10/1990,26-327,CHI,IND,L (-7),42,44,13,15,30,0.433,1,3,3,0.333,0.429,8,12,8,1,2,0,5,1,7,1,5,2,1,2,1,35,45,26.3,
34,1/12/1990,26-329,CHI,CHH,W (+12),40,44,19,15,28,0.679,0,3,1,0,0.429,7,12,9,0.778,2,0,2,1,4,1,6,1,0,2,1,45,45,35.8,
35,1/13/1990,26-330,CHI,LAC,W (+6),34,44,11,15,21,0.524,2,3,4,0.5,0.429,4,12,6,0.667,0,0,5,1,5,1,10,4,0,0,1,28,45,29,
36,1/15/1990,26-332,CHI,NYK,L (-3),42,44,9,15,24,0.375,0,3,2,0,0.429,8,12,9,0.889,1,0,3,1,4,1,8,3,0,5,1,26,45,16.4,
37,1/18/1990,26-335,CHI,GSW,W (+25),33,44,17,15,30,0.567,7,3,12,0.583,0.429,3,12,3,1,3,0,9,1,12,1,8,1,2,2,1,44,45,39.4,
38,1/19/1990,26-336,CHI,ATL,W (+8),40,44,12,15,24,0.5,0,3,3,0,0.429,12,12,16,0.75,3,0,6,1,9,1,3,7,0,7,1,36,45,28,
39,1/21/1990,26-338,CHI,NYK,W (+8),41,44,10,15,17,0.588,4,3,5,0.8,0.429,18,12,20,0.9,1,0,9,1,10,1,7,4,2,4,1,42,45,41.4,
40,1/23/1990,26-340,CHI,DET,L (-12),45,44,11,15,31,0.355,1,3,6,0.167,0.429,9,12,11,0.818,2,0,4,1,6,1,2,2,1,4,1,32,45,14.6,
41,1/26/1990,26-343,CHI,PHI,L (-11),42,44,12,15,27,0.444,0,3,2,0,0.429,7,12,9,0.778,2,0,3,1,5,1,11,2,0,1,1,31,45,25.9,
42,1/27/1990,26-344,CHI,NJN,W (+3),35,44,15,15,25,0.6,1,3,3,0.333,0.429,8,12,8,1,2,0,5,1,7,1,4,4,0,3,1,39,45,33,
43,1/29/1990,26-346,CHI,ATL,W (+10),30,44,7,15,14,0.5,0,3,2,0,0.429,2,12,3,0.667,2,0,5,1,7,1,9,1,1,4,1,16,45,14.7,
44,2/1/1990,26-349,CHI,HOU,L (-27),38,44,16,15,31,0.516,0,3,2,0,0.429,3,12,4,0.75,2,0,4,1,6,1,5,2,0,3,1,35,45,24.4,
45,2/3/1990,26-351,CHI,SAS,L (-1),46,44,17,15,32,0.531,2,3,4,0.5,0.429,8,12,8,1,3,0,0,1,3,1,5,2,0,3,1,44,45,31.8,
46,2/7/1990,26-355,CHI,LAL,L (-18),40,44,12,15,21,0.571,0,3,1,0,0.429,8,12,12,0.667,0,0,4,1,4,1,4,0,1,8,1,32,45,16,
47,2/8/1990,26-356,CHI,DEN,L (-25),37,44,5,15,18,0.278,1,3,2,0.5,0.429,4,12,6,0.667,0,0,1,1,1,1,8,1,1,4,1,15,45,6.4,
48,2/13/1990,26-361,CHI,MIA,W (+12),40,44,8,15,16,0.5,0,3,1,0,0.429,10,12,11,0.909,1,0,3,1,4,1,6,3,0,3,1,26,45,21.8,
49,2/14/1990,26-362,CHI,ORL,L (-6),47,44,21,15,43,0.488,0,3,2,0,0.429,7,12,10,0.7,1,0,6,1,7,1,2,0,1,0,1,49,45,30.3,
50,2/16/1990,26-364,CHI,MIA,W (+14),31,44,10,15,14,0.714,1,3,2,0.5,0.429,5,12,6,0.833,0,0,3,1,3,1,4,2,0,5,1,26,45,19.7,
51,2/18/1990,27-001,CHI,MIL,W (+23),36,44,15,15,26,0.577,0,3,2,0,0.429,9,12,10,0.9,1,0,2,1,3,1,4,2,1,0,1,39,45,31.6,
52,2/19/1990,27-002,CHI,HOU,W (+5),42,44,11,15,25,0.44,0,3,0,,0.429,8,12,9,0.889,2,0,4,1,6,1,9,2,0,5,1,30,45,21.2,
53,2/23/1990,27-006,CHI,POR,W (+11),35,44,12,15,25,0.48,2,3,2,1,0.429,9,12,10,0.9,2,0,8,1,10,1,10,1,0,6,1,35,45,26.1,
54,2/25/1990,27-008,CHI,NJN,W (+1),44,44,12,15,24,0.5,0,3,1,0,0.429,8,12,9,0.889,1,0,7,1,8,1,8,2,2,5,1,32,45,24.8,
55,2/27/1990,27-010,CHI,MIL,W (+10),41,44,13,15,25,0.52,0,3,1,0,0.429,17,12,19,0.895,2,0,4,1,6,1,6,3,0,3,1,43,45,35.1,
56,3/2/1990,27-013,CHI,NJN,W (+21),31,44,8,15,12,0.667,2,3,4,0.5,0.429,5,12,6,0.833,0,0,4,1,4,1,4,1,2,0,1,23,45,23,
57,3/4/1990,27-015,CHI,BOS,W (+4),40,44,11,15,23,0.478,1,3,1,1,0.429,13,12,15,0.867,0,0,6,1,6,1,11,4,0,2,1,36,45,33.4,
58,3/6/1990,27-017,CHI,MIL,W (+9),37,44,14,15,26,0.538,2,3,4,0.5,0.429,5,12,6,0.833,2,0,6,1,8,1,6,4,0,2,1,35,45,29.4,
59,3/8/1990,27-019,CHI,UTA,L (-4),47,44,12,15,29,0.414,0,3,6,0,0.429,19,12,22,0.864,5,0,2,1,7,1,4,7,0,3,1,43,45,35.2,
60,3/10/1990,27-021,CHI,IND,W (+12),39,44,17,15,27,0.63,1,3,2,0.5,0.429,10,12,10,1,2,0,5,1,7,1,3,5,1,2,1,45,45,39.6,
61,3/13/1990,27-024,CHI,NYK,W (+3),42,44,11,15,19,0.579,1,3,3,0.333,0.429,11,12,12,0.917,2,0,6,1,8,1,7,1,1,4,1,34,45,29.7,
62,3/16/1990,27-027,CHI,DET,L (-25),41,44,8,15,17,0.471,3,3,5,0.6,0.429,1,12,3,0.333,0,0,8,1,8,1,7,1,0,3,1,20,45,14.6,
63,3/17/1990,27-028,CHI,PHI,W (+5),39,44,13,15,21,0.619,3,3,6,0.5,0.429,3,12,4,0.75,2,0,6,1,8,1,10,2,1,2,1,32,45,32.2,
64,3/20/1990,27-031,CHI,WSB,W (+25),39,44,8,15,19,0.421,1,3,2,0.5,0.429,4,12,4,1,3,0,5,1,8,1,5,2,2,3,1,21,45,17.6,
65,3/21/1990,27-032,CHI,ATL,W (+10),38,44,10,15,20,0.5,0,3,2,0,0.429,7,12,9,0.778,2,0,2,1,4,1,6,5,0,1,1,27,45,25.6,
66,3/23/1990,27-034,CHI,CLE,W (+7),40,44,18,15,32,0.563,0,3,3,0,0.429,5,12,6,0.833,2,0,4,1,6,1,5,5,1,3,1,41,45,33.8,
67,3/24/1990,27-035,CHI,SAC,L (-3),39,44,16,15,28,0.571,2,3,3,0.667,0.429,9,12,10,0.9,1,0,4,1,5,1,6,5,0,1,1,43,45,38.3,
68,3/26/1990,27-037,CHI,PHO,W (+29),28,44,14,15,24,0.583,0,3,1,0,0.429,0,12,0,,4,0,8,1,12,1,5,6,0,2,1,28,45,29.5,
69,3/28/1990,27-039,CHI,CLE,W (+4),50,44,23,15,37,0.622,2,3,6,0.333,0.429,21,12,23,0.913,7,0,11,1,18,1,6,4,1,2,1,69,45,64.6,
70,3/30/1990,27-041,CHI,NYK,W (+1),45,44,20,15,34,0.588,1,3,3,0.333,0.429,8,12,9,0.889,1,0,11,1,12,1,4,5,2,2,1,49,45,42.8,
71,4/1/1990,27-043,CHI,MIA,W (+8),41,44,20,15,29,0.69,1,3,2,0.5,0.429,6,12,9,0.667,2,0,4,1,6,1,7,3,3,5,1,47,45,40.3,
72,4/3/1990,27-045,CHI,IND,W (+7),44,44,8,15,19,0.421,1,3,4,0.25,0.429,12,12,12,1,1,0,3,1,4,1,10,0,2,0,1,29,45,27.3,
73,4/5/1990,27-047,CHI,ORL,W (+7),39,44,14,15,23,0.609,2,3,6,0.333,0.429,8,12,10,0.8,1,0,6,1,7,1,3,4,1,2,1,38,45,33.2,
74,4/7/1990,27-049,CHI,DAL,W (+1),40,44,15,15,26,0.577,3,3,5,0.6,0.429,10,12,13,0.769,2,0,1,1,3,1,4,2,1,0,1,43,45,35.6,
75,4/11/1990,27-053,CHI,CLE,W (+21),31,44,9,15,15,0.6,1,3,4,0.25,0.429,3,12,4,0.75,1,0,4,1,5,1,7,3,1,2,1,22,45,21.2,
76,4/13/1990,27-055,CHI,MIL,W (+10),39,44,10,15,16,0.625,1,3,4,0.25,0.429,5,12,6,0.833,1,0,5,1,6,1,10,8,2,4,1,26,45,31.8,
77,4/14/1990,27-056,CHI,WSB,L (-10),37,44,10,15,21,0.476,1,3,2,0.5,0.429,0,12,1,0,1,0,2,1,3,1,5,1,0,2,1,21,45,12.1,
78,4/16/1990,27-058,CHI,IND,L (-9),45,44,11,15,24,0.458,0,3,2,0,0.429,1,12,2,0.5,3,0,4,1,7,1,6,4,0,6,1,23,45,13.7,
79,4/17/1990,27-059,CHI,BOS,W (+6),36,44,13,15,24,0.542,2,3,3,0.667,0.429,7,12,8,0.875,1,0,10,1,11,1,6,2,1,6,1,35,45,26.4,
80,4/19/1990,27-061,CHI,WSB,W (+3),36,44,12,15,26,0.462,2,3,5,0.4,0.429,6,12,6,1,3,0,3,1,6,1,7,5,1,3,1,32,45,27.6,
81,4/20/1990,27-062,CHI,BOS,L (-4),35,44,21,15,29,0.724,0,3,2,0,0.429,3,12,3,1,1,0,7,1,8,1,9,3,0,3,1,45,45,40.2,
82,4/22/1990,27-064,CHI,DET,L (-5),37,44,10,15,23,0.435,1,3,3,0.333,0.429,1,12,2,0.5,3,0,7,1,10,1,4,2,0,2,1,22,45,15.3,
1,11/2/1990,27-258,CHI,PHI,L (-8),34,40,14,12,24,0.583,1,0,3,0.333,0,5,7,5,1,3,0,2,5,5,5,7,7,0,5,6,34,31,30.8,
2,11/3/1990,27-259,CHI,WSB,L (-1),46,44,11,10,22,0.5,0,0,0,,0,6,10,9,0.667,4,3,6,2,10,5,1,1,0,2,7,28,30,19.3,
3,11/6/1990,27-262,CHI,BOS,L (-2),45,39,14,18,28,0.5,0,1,1,0,1,5,7,6,0.833,3,2,5,5,8,7,12,3,0,2,5,33,44,30,
4,11/7/1990,27-263,CHI,MIN,W (+5),39,43,7,14,14,0.5,0,0,0,,0,3,22,5,0.6,2,0,3,3,5,3,6,0,1,1,1,17,50,13.4,
5,11/9/1990,27-265,CHI,BOS,W (+20),34,44,17,17,25,0.68,0,1,1,0,1,7,9,8,0.875,1,3,4,6,5,9,6,2,0,3,2,41,44,33.8,
6,11/10/1990,27-266,CHI,CHH,W (+19),36,46,8,11,15,0.533,0,1,0,,0.5,7,11,8,0.875,1,2,5,8,6,10,8,3,0,3,6,23,34,22.7,
7,11/13/1990,27-269,CHI,UTA,W (+2),38,42,10,19,22,0.455,1,4,1,1,0.364,8,7,10,0.8,3,2,8,3,11,5,5,1,2,1,5,29,49,25.8,
8,11/15/1990,27-271,CHI,GSW,L (-10),38,42,6,14,12,0.5,0,0,1,0,0,2,10,3,0.667,2,4,6,15,8,19,6,1,1,2,4,14,38,13.1,
9,11/17/1990,27-273,CHI,SEA,W (+21),27,38,13,6,20,0.65,0,0,0,,0,7,10,8,0.875,1,0,3,3,4,3,3,7,1,1,6,33,22,34.2,
10,11/18/1990,27-274,CHI,POR,L (-13),41,39,12,10,25,0.48,0,2,2,0,1,5,13,6,0.833,0,2,5,1,5,3,7,1,1,2,3,29,35,20.4,
11,11/21/1990,27-277,CHI,PHO,L (-2),40,46,15,11,32,0.469,0,0,0,,0,4,11,4,1,0,0,4,7,4,7,4,4,0,3,1,34,33,22.2,
12,11/23/1990,27-279,CHI,LAC,W (+8),31,37,5,11,12,0.417,0,1,0,,0.5,4,6,4,1,3,0,3,8,6,8,7,3,0,2,2,14,29,15.3,
13,11/24/1990,27-280,CHI,DEN,W (+6),40,40,14,14,24,0.583,0,1,0,,1,10,7,10,1,1,2,6,6,7,8,12,3,1,3,4,38,36,37.2,
14,11/28/1990,27-284,CHI,WSB,W (+24),27,44,11,15,15,0.733,0,1,0,,0.333,2,4,3,0.667,0,2,2,3,2,5,7,3,1,1,5,24,35,24.9,
15,11/30/1990,27-286,CHI,IND,W (+29),33,39,15,13,19,0.789,0,0,0,,0,7,11,9,0.778,1,0,4,3,5,3,3,2,2,1,0,37,37,33.7,
16,12/1/1990,27-287,CHI,CLE,W (+35),30,44,13,10,18,0.722,1,0,1,1,0,5,9,6,0.833,0,1,2,7,2,8,4,2,0,1,3,32,29,27.8,
17,12/4/1990,27-290,CHI,PHO,W (+28),35,34,12,16,22,0.545,0,6,0,,0.6,3,1,3,1,1,2,3,1,4,3,7,0,1,2,1,27,39,19.6,
18,12/7/1990,27-293,CHI,NYK,W (+10),39,50,14,16,25,0.56,0,0,2,0,0,5,7,7,0.714,4,1,3,4,7,5,9,8,1,2,5,33,39,35.8,
19,12/8/1990,27-294,CHI,POR,L (-8),40,41,16,11,28,0.571,0,0,2,0,0,3,4,4,0.75,0,2,6,5,6,7,3,2,2,5,5,35,26,22.5,
20,12/11/1990,27-297,CHI,MIL,L (-12),39,45,13,9,23,0.565,0,0,0,,0,5,10,7,0.714,0,1,4,3,4,4,5,3,1,4,4,31,28,22.9,
21,12/14/1990,27-300,CHI,LAC,W (+40),30,44,8,15,15,0.533,0,3,0,,0.429,4,12,6,0.667,2,0,6,1,8,1,8,1,2,3,1,20,45,18.9,
22,12/15/1990,27-301,CHI,CLE,W (+18),27,44,11,15,17,0.647,0,3,0,,0.429,2,12,2,1,5,0,4,1,9,1,6,5,3,2,1,24,45,30.1,
23,12/18/1990,27-304,CHI,MIA,W (+9),36,44,14,15,22,0.636,0,3,0,,0.429,11,12,12,0.917,3,0,6,1,9,1,6,6,2,2,1,39,45,41.5,
24,12/19/1990,27-305,CHI,DET,L (-21),37,44,13,15,22,0.591,0,3,1,0,0.429,7,12,7,1,3,0,2,1,5,1,6,1,0,1,1,33,45,28.9,
25,12/21/1990,27-307,CHI,LAL,W (+11),44,44,14,15,30,0.467,0,3,2,0,0.429,5,12,6,0.833,8,0,7,1,15,1,9,2,1,1,1,33,45,31.7,
